point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20,point_21,point_22,point_23,point_24,point_25,point_26,point_27,point_28,point_29,point_30,point_31,point_32,point_33,point_34,point_35,point_36,point_37,point_38,point_39,point_40,point_41,point_42,point_43,point_44,point_45,point_46,point_47,point_48,point_49,point_50,point_51,point_52,point_53,point_54,point_55,point_56,point_57,point_58,point_59,point_60,point_61,point_62,label
0.6942558288574219,0.992803156375885,5.066600010650291e-07,0.6077898144721985,0.9563859701156616,-0.026668421924114227,0.5496495366096497,0.8831489086151123,-0.04527660086750984,0.5124915838241577,0.8119391202926636,-0.06105557084083557,0.47653326392173767,0.759002685546875,-0.07740812003612518,0.6201567649841309,0.7408967018127441,-0.037147026509046555,0.5991973280906677,0.6240931153297424,-0.058337338268756866,0.5887418985366821,0.5509200096130371,-0.07463785260915756,0.5829435586929321,0.4915679395198822,-0.08634930104017258,0.6749992966651917,0.7298805713653564,-0.04078728333115578,0.6792019009590149,0.5949308276176453,-0.05824824050068855,0.6850461959838867,0.5098740458488464,-0.07375171035528183,0.694014310836792,0.44426026940345764,-0.08512409031391144,0.7248273491859436,0.7479836344718933,-0.04698716104030609,0.7372828722000122,0.6251477003097534,-0.06612521409988403,0.7460895776748657,0.5488770008087158,-0.08286136388778687,0.7540611028671265,0.4888015389442444,-0.09451504796743393,0.7693156003952026,0.7838233113288879,-0.05477427318692207,0.7948293089866638,0.694731593132019,-0.07270471751689911,0.8059030771255493,0.6353360414505005,-0.08164583146572113,0.8141536712646484,0.5814459323883057,-0.08703840523958206,Hello
0.6721632480621338,0.9743876457214355,5.593655600932834e-07,0.5950344800949097,0.93260258436203,-0.025322452187538147,0.539030909538269,0.8552823066711426,-0.03898017480969429,0.5027107000350952,0.7906218767166138,-0.050996799021959305,0.47014445066452026,0.7370896935462952,-0.06284196674823761,0.6073636412620544,0.7073939442634583,-0.017054928466677666,0.591421365737915,0.5992294549942017,-0.03323935717344284,0.5814637541770935,0.5342929363250732,-0.04872862622141838,0.5756556987762451,0.4801494777202606,-0.06076323613524437,0.6587499380111694,0.6987336874008179,-0.022454170510172844,0.6648098826408386,0.5739837288856506,-0.03372131660580635,0.6697062253952026,0.49605321884155273,-0.04706132039427757,0.6757779717445374,0.43542638421058655,-0.0581883080303669,0.7042872309684753,0.7157352566719055,-0.0323784165084362,0.717434823513031,0.6015511751174927,-0.04705393686890602,0.7238477468490601,0.5329170823097229,-0.059621717780828476,0.7283546328544617,0.4736996293067932,-0.06997763365507126,0.7461716532707214,0.7526070475578308,-0.044892292469739914,0.7696186304092407,0.6724382042884827,-0.06025034561753273,0.7831207513809204,0.6206432580947876,-0.06628870218992233,0.794260561466217,0.571696400642395,-0.07064831256866455,Hello
0.670961320400238,0.9424958825111389,6.22622792434413e-07,0.5894039869308472,0.9035534858703613,-0.028489481657743454,0.5262778997421265,0.8219656348228455,-0.041009627282619476,0.4849032759666443,0.7546111345291138,-0.05150594189763069,0.4489220678806305,0.6984721422195435,-0.060420501977205276,0.5922783017158508,0.6624375581741333,-0.005664471536874771,0.5723434090614319,0.5581393241882324,-0.014878126792609692,0.5640593767166138,0.4968435764312744,-0.027045609429478645,0.5601398348808289,0.4445347189903259,-0.03737464174628258,0.6443802714347839,0.6533305644989014,-0.007633747532963753,0.6478480696678162,0.5341982245445251,-0.008748241700232029,0.6526080369949341,0.461014986038208,-0.015580597333610058,0.6566393971443176,0.4073440730571747,-0.02276994287967682,0.6911171674728394,0.6705628633499146,-0.01563691534101963,0.7000486254692078,0.5655925869941711,-0.020898332819342613,0.7045843005180359,0.502489447593689,-0.02812311239540577,0.7063691020011902,0.446855366230011,-0.035931989550590515,0.7351017594337463,0.706979513168335,-0.02759798988699913,0.7563530802726746,0.6341899633407593,-0.035649076104164124,0.7678616642951965,0.5862341523170471,-0.03903394564986229,0.7769216299057007,0.5388455986976624,-0.04226924106478691,Hello
0.6677522659301758,0.9400017857551575,5.216042495703732e-07,0.5892693400382996,0.9053564071655273,-0.029160330072045326,0.5257505178451538,0.8260374665260315,-0.041947901248931885,0.48424920439720154,0.7589654922485352,-0.05286846309900284,0.44918906688690186,0.6989353895187378,-0.06226998195052147,0.5931490659713745,0.6585285067558289,-0.009289061650633812,0.5749930739402771,0.5544297099113464,-0.02292766608297825,0.5672452449798584,0.49337345361709595,-0.0380190871655941,0.5633864998817444,0.4388313293457031,-0.05075691267848015,0.6448284983634949,0.6500176191329956,-0.013071789406239986,0.6487950086593628,0.5313357710838318,-0.020083384588360786,0.6544262170791626,0.45925432443618774,-0.030921434983611107,0.6597127914428711,0.403751015663147,-0.04097544029355049,0.6917514204978943,0.6694375276565552,-0.02290443331003189,0.7012341022491455,0.5632749199867249,-0.034309398382902145,0.7059369087219238,0.5011003017425537,-0.0430142804980278,0.7082756757736206,0.44550469517707825,-0.051265157759189606,0.7353559136390686,0.7098649144172668,-0.036537300795316696,0.7575188875198364,0.6358178853988647,-0.049259353429079056,0.7693447470664978,0.5871864557266235,-0.05369860306382179,0.7786794304847717,0.5392446517944336,-0.05750424414873123,Hello
0.6571469902992249,0.9472124576568604,5.331066859071143e-07,0.5768235921859741,0.9084776043891907,-0.02919771336019039,0.5147479176521301,0.8260089159011841,-0.04199191555380821,0.4746866822242737,0.7585967183113098,-0.05263303965330124,0.43924635648727417,0.7018266320228577,-0.06209341809153557,0.5829140543937683,0.6657629609107971,-0.011277401819825172,0.5646849274635315,0.5593832731246948,-0.025647202506661415,0.5561307072639465,0.4961981177330017,-0.04081843048334122,0.5523520708084106,0.44031578302383423,-0.05329165235161781,0.6362614631652832,0.6572161912918091,-0.01474845502525568,0.6414176821708679,0.5358628630638123,-0.02240285836160183,0.6482198238372803,0.46128731966018677,-0.03329194337129593,0.655316948890686,0.40336501598358154,-0.04320793226361275,0.6832596659660339,0.6771255731582642,-0.024144252762198448,0.693085789680481,0.5704522728919983,-0.03546014428138733,0.6989930868148804,0.5061147212982178,-0.04491312429308891,0.7029029726982117,0.44917580485343933,-0.05375757813453674,0.7270012497901917,0.7171962857246399,-0.037186358124017715,0.7476065158843994,0.6414744853973389,-0.048552773892879486,0.7586100101470947,0.5938572883605957,-0.052313193678855896,0.7676145434379578,0.5470702648162842,-0.056047458201646805,Hello
0.6546646356582642,0.943579912185669,5.452590698951099e-07,0.5714508891105652,0.9079057574272156,-0.029303383082151413,0.5071478486061096,0.8261334300041199,-0.04158074036240578,0.46846437454223633,0.7548189163208008,-0.051678210496902466,0.43233364820480347,0.6976844668388367,-0.06075873225927353,0.5741161108016968,0.6645985841751099,-0.01168985478579998,0.5561082363128662,0.558784544467926,-0.02623009867966175,0.5477885603904724,0.4956660270690918,-0.04158314689993858,0.5441585779190063,0.43901607394218445,-0.054321374744176865,0.6271511316299438,0.6545437574386597,-0.014815998263657093,0.6328561305999756,0.5339370965957642,-0.022741321474313736,0.6396282315254211,0.4597504138946533,-0.03396610543131828,0.646807849407196,0.4014270007610321,-0.044315822422504425,0.673883855342865,0.6733146905899048,-0.02382710389792919,0.68499356508255,0.5689036846160889,-0.035779308527708054,0.6904861330986023,0.5054564476013184,-0.04593957960605621,0.6940550804138184,0.448888897895813,-0.0553319938480854,0.716484546661377,0.7124834060668945,-0.036432988941669464,0.7388033866882324,0.6400362253189087,-0.048585645854473114,0.750877857208252,0.5926235914230347,-0.053195372223854065,0.7612376809120178,0.5454604625701904,-0.0575680248439312,Hello
0.63998943567276,0.9474310874938965,5.394722961682419e-07,0.5569505095481873,0.9113445281982422,-0.028780844062566757,0.49306541681289673,0.832465648651123,-0.04136848822236061,0.4533822536468506,0.763717532157898,-0.05196931213140488,0.4188392758369446,0.7084102034568787,-0.06144290789961815,0.5570119023323059,0.6714640259742737,-0.010763529688119888,0.5363587141036987,0.5671079158782959,-0.025621481239795685,0.5249453783035278,0.503703236579895,-0.04107024148106575,0.5190925598144531,0.44722044467926025,-0.053666021674871445,0.6091090440750122,0.6596167683601379,-0.01413353905081749,0.6136858463287354,0.5387065410614014,-0.022474005818367004,0.6179978847503662,0.4632956087589264,-0.03418498858809471,0.6236464381217957,0.40270906686782837,-0.0444767028093338,0.6551439166069031,0.6756744980812073,-0.023243272677063942,0.6644904017448425,0.568400502204895,-0.035139963030815125,0.6678199172019958,0.5033078193664551,-0.0454934723675251,0.6693662405014038,0.4455845057964325,-0.05479440093040466,0.6985514163970947,0.712551474571228,-0.035905346274375916,0.7205085158348083,0.6387865543365479,-0.04771345853805542,0.7317045331001282,0.5912306904792786,-0.05206119269132614,0.7407106161117554,0.5445123910903931,-0.055956367403268814,Hello
0.6379320621490479,0.9406553506851196,5.10600500547298e-07,0.5579506158828735,0.9036681652069092,-0.028712429106235504,0.49771958589553833,0.8267287015914917,-0.041636236011981964,0.4592221975326538,0.757050096988678,-0.05296089127659798,0.42050522565841675,0.6998207569122314,-0.06328079849481583,0.5601025819778442,0.6621775031089783,-0.009055893868207932,0.5376756191253662,0.5611862540245056,-0.023082075640559196,0.5264196395874023,0.5005694031715393,-0.0393085815012455,0.5190392136573792,0.44529131054878235,-0.05331568419933319,0.6116210222244263,0.6499922275543213,-0.013226576149463654,0.6135896444320679,0.5319000482559204,-0.021185461431741714,0.6173608899116516,0.4604838192462921,-0.03401109576225281,0.6212762594223022,0.40432196855545044,-0.04572956636548042,0.658253014087677,0.6677072644233704,-0.023194031789898872,0.6655377745628357,0.5609633326530457,-0.03574738651514053,0.6692785024642944,0.49953049421310425,-0.046641748398542404,0.6705578565597534,0.44454532861709595,-0.05668007209897041,0.7023351192474365,0.7069178223609924,-0.036703333258628845,0.7247059941291809,0.6339561939239502,-0.050436168909072876,0.7359122633934021,0.5871904492378235,-0.05569463595747948,0.7442226409912109,0.5414681434631348,-0.06025243550539017,Hello
0.6416589021682739,0.9308445453643799,4.962726620760805e-07,0.5617605447769165,0.8876079320907593,-0.025686068460345268,0.5036921501159668,0.8089650869369507,-0.036240119487047195,0.46551764011383057,0.7393175363540649,-0.04592930153012276,0.42883816361427307,0.6808618903160095,-0.05467826500535011,0.5682462453842163,0.6530699133872986,-0.0027792416512966156,0.5468752384185791,0.5507464408874512,-0.015102149918675423,0.5380672812461853,0.49019792675971985,-0.030167080461978912,0.533233106136322,0.43513938784599304,-0.04318556934595108,0.6199469566345215,0.6431370973587036,-0.007684548385441303,0.6239985227584839,0.5248335003852844,-0.014283264055848122,0.6296452283859253,0.45310163497924805,-0.02698485367000103,0.6352550387382507,0.39632174372673035,-0.0384010449051857,0.665978193283081,0.6622593402862549,-0.01833351142704487,0.6753702163696289,0.555633008480072,-0.02982943505048752,0.680724561214447,0.4938873052597046,-0.040846895426511765,0.6836837530136108,0.4377728998661041,-0.05069630965590477,0.7096801400184631,0.7020404934883118,-0.032250821590423584,0.7328372597694397,0.6290633082389832,-0.04469075798988342,0.74469393491745,0.58243727684021,-0.04935280606150627,0.7536658644676208,0.5360249876976013,-0.05342533811926842,Hello
0.6184139847755432,0.9639781713485718,4.2647496911740745e-07,0.5388989448547363,0.9358027577400208,-0.026932699605822563,0.47613388299942017,0.8750423789024353,-0.04312779754400253,0.4326733350753784,0.8137366771697998,-0.05886277183890343,0.39992111921310425,0.7564266920089722,-0.07358461618423462,0.528163492679596,0.6986514925956726,-0.006872700992971659,0.4990336298942566,0.598329484462738,-0.023335441946983337,0.4827671945095062,0.5382022261619568,-0.041972603648900986,0.4711187481880188,0.48530393838882446,-0.05692986398935318,0.5742782354354858,0.6825360655784607,-0.012334330007433891,0.5661539435386658,0.5630905628204346,-0.02163073420524597,0.5635083913803101,0.490946888923645,-0.03540383651852608,0.5623928308486938,0.4341110587120056,-0.04745541885495186,0.6186906099319458,0.69482421875,-0.023701829835772514,0.618710458278656,0.5880497694015503,-0.03522079437971115,0.6184269785881042,0.5228070020675659,-0.04643722251057625,0.6150664687156677,0.46552345156669617,-0.05680142715573311,0.6640210747718811,0.7284360527992249,-0.038874223828315735,0.6820379495620728,0.6521667838096619,-0.050595514476299286,0.6908102035522461,0.6022154688835144,-0.056240685284137726,0.6967111825942993,0.552537202835083,-0.061251215636730194,Hello
